Order ID,Order Date,Region,Product Line,Units Sold,Unit Price,Order Status,Delivery Days,Support Issue,Resolution Time (hrs),Customer Satisfaction,Total Revenue
HP00968,2024-09-16 03:38:52.851124,South America,Laptops,97,1596.86,Pending,5,Software,32,2,154895.42
HP00969,2024-05-21 03:38:52.851127,North America,Printers,42,1596.86,Cancelled,2,Warranty,15,2,67068.12
HP00970,2024-11-23 03:38:52.851129,North America,Desktops,99,1596.86,Pending,13,Warranty,62,2,158089.14
HP00971,2024-12-05 03:38:52.851132,Middle East,Monitors,6,1596.86,Cancelled,10,Setup,27,4,9581.16
HP00972,2025-01-19 03:38:52.851135,South America,Monitors,39,1596.86,Delivered,11,Warranty,28,5,62277.54
HP00973,2024-12-02 03:38:52.851137,North America,Accessories,52,1596.86,Cancelled,11,Setup,64,4,83036.72
HP00974,2024-10-11 03:38:52.851151,South America,Monitors,23,1596.86,Backordered,12,Software,59,4,36727.78
HP00975,2025-05-03 03:38:52.851153,Europe,Desktops,89,1596.86,Pending,6,Setup,58,1,142120.54
HP00976,2025-01-05 03:38:52.851156,Asia-Pacific,Desktops,50,1596.86,Pending,10,Warranty,2,1,79843.0
HP00977,2024-07-08 03:38:52.851159,North America,Monitors,43,1596.86,Backordered,8,Warranty,36,1,68664.98
HP00978,2024-09-12 03:38:52.851162,Middle East,Desktops,19,1596.86,Cancelled,4,Setup,71,3,30340.34
HP00979,2025-03-02 03:38:52.851164,Europe,Accessories,69,1596.86,Delivered,2,Setup,13,1,110183.34
HP00980,2025-02-08 03:38:52.851167,South America,Laptops,51,1596.86,Backordered,12,Setup,15,5,81439.86
HP00981,2025-02-20 03:38:52.851169,Africa,Accessories,11,1596.86,Backordered,11,Network,60,4,17565.46
HP00982,2025-02-07 03:38:52.851171,Europe,Accessories,12,1596.86,Cancelled,5,Warranty,22,5,19162.32
HP00983,2024-10-24 03:38:52.851174,North America,Desktops,74,1596.86,Pending,12,Warranty,63,1,118167.64
HP00984,2024-11-23 03:38:52.851177,South America,Laptops,8,1596.86,Cancelled,2,Network,25,3,12774.88
HP00985,2024-06-19 03:38:52.851180,Asia-Pacific,Desktops,24,1596.86,Backordered,2,Setup,48,3,38324.64
HP00986,2024-08-05 03:38:52.851182,Europe,Printers,92,1596.86,Backordered,6,Software,43,4,146911.12
HP00987,2025-03-09 03:38:52.851185,North America,Desktops,41,1596.86,Pending,11,Setup,38,5,65471.26
HP00988,2025-04-01 03:38:52.851187,Middle East,Desktops,36,1596.86,Pending,10,Setup,41,2,57486.96
HP00989,2024-12-07 03:38:52.851190,Africa,Desktops,85,1596.86,Pending,9,Network,45,5,135733.1
HP00990,2024-08-26 03:38:52.851192,South America,Laptops,72,1596.86,Cancelled,13,Warranty,40,1,114973.92
HP00991,2024-10-24 03:38:52.851195,Europe,Desktops,55,1596.86,Pending,4,Setup,17,2,87827.3
HP00992,2024-10-18 03:38:52.851197,Europe,Laptops,9,1596.86,Backordered,6,Warranty,57,3,14371.74
HP00993,2025-01-01 03:38:52.851201,Asia-Pacific,Monitors,47,1596.86,Backordered,7,Hardware,2,4,75052.42
HP00994,2024-10-09 03:38:52.851206,Asia-Pacific,Printers,15,1596.86,Delivered,13,Warranty,62,4,23952.9
HP00995,2024-10-26 03:38:52.851211,Middle East,Laptops,48,1596.86,Cancelled,11,Software,9,3,76649.28
HP00996,2024-10-31 03:38:52.851215,Africa,Monitors,82,1596.86,Delivered,6,Software,68,1,130942.52
HP00997,2024-08-11 03:38:52.851219,Middle East,Laptops,42,1596.86,Backordered,8,Setup,17,3,67068.12
HP00998,2024-08-06 03:38:52.851224,North America,Laptops,60,1596.86,Delivered,4,Warranty,50,1,95811.6
HP00999,2024-11-05 03:38:52.851227,North America,Printers,84,1596.86,Backordered,12,Setup,40,2,134136.24
HP01000,2025-03-28 03:38:52.851230,Middle East,Accessories,70,1596.86,Delivered,1,Network,58,3,111780.2
